edge,label
"(148, 224)",1
"(148, 225)",1
"(148, 227)",0
"(148, 229)",0
"(148, 230)",0
"(148, 231)",1
"(148, 232)",0
"(148, 233)",0
"(148, 235)",0
"(148, 236)",1
"(148, 237)",0
"(148, 239)",0
"(148, 240)",1
"(148, 242)",1
"(148, 243)",0
"(148, 246)",1
"(148, 247)",0
"(148, 248)",0
"(148, 249)",1
"(148, 254)",0
"(149, 151)",1
"(149, 152)",1
"(149, 153)",0
"(149, 155)",0
"(149, 157)",0
"(149, 158)",1
"(149, 159)",1
"(149, 160)",0
"(149, 161)",1
"(149, 162)",1
"(149, 164)",0
"(149, 167)",0
"(149, 168)",1
"(149, 169)",1
"(149, 171)",0
"(149, 172)",1
"(149, 173)",0
"(149, 175)",1
"(149, 176)",0
"(149, 178)",1
"(149, 180)",1
"(149, 182)",0
"(149, 185)",1
"(149, 186)",1
"(149, 187)",1
"(149, 190)",1
"(149, 193)",0
"(149, 194)",0
"(149, 195)",1
"(149, 197)",1
"(149, 199)",1
"(149, 200)",1
"(149, 201)",0
"(149, 202)",0
"(149, 204)",0
"(149, 205)",1
"(149, 206)",1
"(149, 208)",0
"(149, 210)",0
"(149, 211)",0
"(149, 213)",1
"(149, 214)",1
"(149, 217)",1
"(149, 219)",0
"(149, 221)",1
"(149, 224)",1
"(149, 229)",0
"(149, 231)",1
"(149, 232)",0
"(149, 233)",0
"(149, 234)",0
"(149, 235)",0
"(149, 237)",0
"(149, 238)",1
"(149, 239)",0
"(149, 240)",1
"(149, 241)",1
"(149, 246)",1
"(149, 248)",0
"(149, 249)",1
"(150, 152)",1
"(150, 153)",0
"(150, 154)",1
"(150, 155)",0
"(150, 157)",0
"(150, 158)",1
"(150, 159)",1
"(150, 160)",0
"(150, 161)",1
"(150, 162)",1
"(150, 164)",0
"(150, 165)",1
"(150, 168)",1
"(150, 172)",1
"(150, 173)",0
"(150, 178)",1
"(150, 181)",1
"(150, 182)",0
"(150, 183)",0
"(150, 184)",1
"(150, 188)",0
"(150, 191)",0
"(150, 192)",0
"(150, 194)",0
"(150, 195)",1
"(150, 198)",1
"(150, 200)",1
"(150, 203)",0
"(150, 204)",0
"(150, 205)",1
"(150, 206)",1
"(150, 207)",1
"(150, 208)",0
"(150, 209)",0
"(150, 216)",1
"(150, 217)",1
"(150, 218)",0
"(150, 222)",0
"(150, 224)",1
"(150, 226)",0
"(150, 228)",1
"(150, 230)",0
"(150, 231)",1
"(150, 234)",0
"(150, 235)",0
"(150, 236)",1
"(150, 237)",0
"(150, 240)",1
"(150, 241)",1
"(150, 242)",1
"(150, 243)",0
"(150, 244)",1
"(150, 245)",0
"(150, 247)",0
"(150, 251)",1
"(150, 252)",0
"(150, 253)",0
"(150, 254)",0
"(151, 152)",1
"(151, 153)",0
"(151, 154)",1
"(151, 155)",0
"(151, 156)",1
"(151, 157)",0
"(151, 158)",1
"(151, 160)",0
"(151, 161)",1
"(151, 162)",1
"(151, 163)",0
"(151, 164)",0
"(151, 165)",1
"(151, 166)",0
"(151, 168)",1
"(151, 172)",1
"(151, 173)",0
"(151, 175)",1
"(151, 176)",0
"(151, 177)",0
"(151, 179)",1
"(151, 182)",0
"(151, 184)",1
"(151, 185)",1
"(151, 186)",1
"(151, 192)",0
"(151, 193)",0
"(151, 194)",0
"(151, 195)",1
"(151, 196)",1
"(151, 198)",1
"(151, 199)",1
"(151, 203)",0
"(151, 205)",1
"(151, 207)",1
"(151, 208)",0
"(151, 211)",0
"(151, 212)",1
"(151, 213)",1
"(151, 214)",1
"(151, 217)",1
"(151, 218)",0
"(151, 220)",0
"(151, 221)",1
"(151, 222)",0
"(151, 223)",0
"(151, 225)",1
"(151, 229)",0
"(151, 230)",0
"(151, 233)",0
"(151, 234)",0
"(151, 236)",1
"(151, 239)",0
"(151, 240)",1
"(151, 243)",0
"(151, 245)",0
"(151, 246)",1
"(151, 248)",0
"(151, 251)",1
"(151, 252)",0
"(151, 254)",0
"(152, 159)",1
"(152, 160)",0
"(152, 161)",1
"(152, 162)",1
"(152, 163)",0
"(152, 165)",1
"(152, 166)",0
"(152, 167)",0
"(152, 172)",1
"(152, 173)",0
"(152, 175)",1
"(152, 176)",0
"(152, 177)",0
"(152, 178)",1
"(152, 179)",1
"(152, 180)",1
"(152, 181)",1
"(152, 182)",0
"(152, 184)",1
"(152, 185)",1
"(152, 189)",0
"(152, 191)",0
"(152, 193)",0
"(152, 194)",0
"(152, 195)",1
"(152, 196)",1
"(152, 197)",1
"(152, 198)",1
"(152, 201)",0
"(152, 204)",0
"(152, 205)",1
"(152, 207)",1
"(152, 208)",0
"(152, 211)",0
"(152, 213)",1
"(152, 214)",1
"(152, 215)",1
"(152, 217)",1
"(152, 219)",0
"(152, 220)",0
"(152, 221)",1
"(152, 222)",0
"(152, 223)",0
"(152, 225)",1
"(152, 226)",0
"(152, 227)",0
"(152, 229)",0
"(152, 230)",0
"(152, 232)",0
"(152, 233)",0
"(152, 237)",0
"(152, 238)",1
"(152, 239)",0
"(152, 241)",1
"(152, 243)",0
"(152, 245)",0
"(152, 246)",1
"(152, 248)",0
"(152, 249)",1
"(152, 250)",0
"(152, 252)",0
"(152, 253)",0
"(153, 154)",0
"(153, 155)",0
"(153, 156)",0
"(153, 158)",0
"(153, 159)",0
"(153, 160)",0
"(153, 162)",0
"(153, 164)",0
"(153, 165)",0
"(153, 166)",0
"(153, 170)",0
"(153, 171)",0
"(153, 173)",0
"(153, 174)",0
"(153, 176)",0
"(153, 178)",0
"(153, 179)",0
"(153, 180)",0
"(153, 182)",0
"(153, 186)",0
"(153, 187)",0
"(153, 188)",0
"(153, 189)",0
"(153, 194)",0
"(153, 195)",0
"(153, 196)",0
"(153, 199)",0
"(153, 200)",0
"(153, 203)",0
"(153, 204)",0
"(153, 206)",0
"(153, 207)",0
"(153, 208)",0
"(153, 210)",0
"(153, 212)",0
"(153, 213)",0
"(153, 216)",0
"(153, 217)",0
"(153, 220)",0
"(153, 225)",0
"(153, 226)",0
"(153, 227)",0
"(153, 228)",0
"(153, 233)",0
"(153, 237)",0
"(153, 238)",0
"(153, 239)",0
"(153, 244)",0
"(153, 245)",0
"(153, 246)",0
"(153, 248)",0
"(153, 249)",0
"(153, 251)",0
"(153, 253)",0
"(153, 254)",0
"(154, 155)",0
"(154, 156)",1
"(154, 157)",0
"(154, 158)",1
"(154, 160)",0
"(154, 165)",1
"(154, 166)",0
"(154, 167)",0
"(154, 168)",1
"(154, 169)",1
"(154, 170)",1
"(154, 171)",0
"(154, 174)",1
"(154, 175)",1
"(154, 178)",1
"(154, 179)",1
"(154, 180)",1
"(154, 184)",1
"(154, 187)",1
"(154, 189)",0
"(154, 190)",1
"(154, 196)",1
"(154, 197)",1
"(154, 198)",1
"(154, 200)",1
"(154, 201)",0
"(154, 203)",0
"(154, 204)",0
"(154, 208)",0
"(154, 210)",0
"(154, 214)",1
"(154, 215)",1
"(154, 216)",1
"(154, 217)",1
"(154, 218)",0
"(154, 219)",0
"(154, 222)",0
"(154, 223)",0
"(154, 225)",1
"(154, 226)",0
"(154, 227)",0
"(154, 231)",1
"(154, 232)",0
"(154, 234)",0
"(154, 236)",1
"(154, 237)",0
"(154, 238)",1
"(154, 239)",0
"(154, 240)",1
"(154, 241)",1
"(154, 242)",1
"(154, 243)",0
"(154, 244)",1
"(154, 246)",1
"(154, 250)",0
"(154, 251)",1
"(154, 253)",0
"(155, 157)",0
"(155, 158)",0
"(155, 159)",0
"(155, 160)",0
"(155, 161)",0
"(155, 162)",0
"(155, 163)",0
"(155, 165)",0
"(155, 166)",0
"(155, 167)",0
"(155, 172)",0
"(155, 177)",0
"(155, 178)",0
"(155, 179)",0
"(155, 185)",0
"(155, 187)",0
"(155, 189)",0
"(155, 190)",0
"(155, 191)",0
"(155, 192)",0
"(155, 193)",0
"(155, 194)",0
"(155, 195)",0
"(155, 197)",0
"(155, 198)",0
"(155, 199)",0
"(155, 202)",0
"(155, 203)",0
"(155, 205)",0
"(155, 209)",0
"(155, 210)",0
"(155, 211)",0
"(155, 212)",0
"(155, 214)",0
"(155, 217)",0
"(155, 218)",0
"(155, 219)",0
"(155, 222)",0
"(155, 223)",0
"(155, 226)",0
"(155, 227)",0
"(155, 229)",0
"(155, 231)",0
"(155, 232)",0
"(155, 233)",0
"(155, 236)",0
"(155, 238)",0
"(155, 239)",0
"(155, 240)",0
"(155, 243)",0
"(155, 244)",0
"(155, 245)",0
"(155, 248)",0
"(155, 249)",0
"(155, 250)",0
"(155, 251)",0
"(156, 157)",0
"(156, 159)",1
"(156, 160)",0
"(156, 161)",1
"(156, 163)",0
"(156, 164)",0
"(156, 166)",0
"(156, 168)",1
"(156, 169)",1
"(156, 170)",1
"(156, 171)",0
"(156, 174)",1
"(156, 177)",0
"(156, 179)",1
"(156, 180)",1
"(156, 184)",1
"(156, 187)",1
"(156, 189)",0
"(156, 191)",0
"(156, 192)",0
"(156, 196)",1
"(156, 197)",1
"(156, 199)",1
"(156, 200)",1
"(156, 201)",0
"(156, 202)",0
"(156, 203)",0
"(156, 205)",1
"(156, 206)",0
"(156, 207)",1
"(156, 208)",0
"(156, 209)",0
"(156, 211)",0
"(156, 213)",1
"(156, 214)",1
"(156, 215)",1
"(156, 217)",1
"(156, 218)",0
"(156, 219)",0
"(156, 221)",1
"(156, 222)",0
"(156, 225)",1
"(156, 229)",0
"(156, 231)",1
"(156, 233)",0
"(156, 235)",0
"(156, 237)",0
"(156, 238)",1
"(156, 240)",1
"(156, 242)",1
"(156, 244)",1
"(156, 245)",0
"(156, 253)",0
"(156, 254)",0
"(157, 158)",0
"(157, 159)",0
"(157, 160)",0
"(157, 161)",0
"(157, 162)",0
"(157, 164)",0
"(157, 165)",0
"(157, 167)",0
"(157, 168)",0
"(157, 170)",0
"(157, 171)",0
"(157, 173)",0
"(157, 174)",0
"(157, 175)",0
"(157, 176)",0
"(157, 177)",0
"(157, 179)",0
"(157, 180)",0
"(157, 181)",0
"(157, 182)",0
"(157, 184)",0
"(157, 187)",0
"(157, 190)",0
"(157, 192)",0
"(157, 193)",0
"(157, 194)",0
"(157, 196)",0
"(157, 197)",0
"(157, 198)",0
"(157, 199)",0
"(157, 200)",0
"(157, 204)",0
"(157, 205)",0
"(157, 209)",0
"(157, 210)",0
"(157, 211)",0
"(157, 212)",0
"(157, 214)",0
"(157, 215)",0
"(157, 216)",0
"(157, 217)",0
"(157, 218)",0
"(157, 219)",0
"(157, 221)",0
"(157, 223)",0
"(157, 225)",0
"(157, 227)",0
"(157, 229)",0
"(157, 230)",0
"(157, 233)",0
"(157, 234)",0
"(157, 235)",0
"(157, 236)",0
"(157, 237)",0
"(157, 238)",0
"(157, 240)",0
"(157, 241)",0
"(157, 242)",0
"(157, 243)",0
"(157, 245)",0
"(157, 246)",0
"(157, 247)",0
"(157, 248)",0
"(157, 249)",0
"(157, 251)",0
"(157, 252)",0
"(158, 159)",1
"(158, 160)",0
"(158, 161)",1
"(158, 162)",1
"(158, 163)",0
"(158, 164)",0
"(158, 166)",0
"(158, 167)",0
"(158, 168)",1
"(158, 169)",1
"(158, 171)",0
"(158, 173)",0
"(158, 174)",1
"(158, 177)",0
"(158, 179)",1
"(158, 180)",1
"(158, 182)",0
"(158, 183)",0
"(158, 184)",1
"(158, 185)",1
"(158, 187)",1
"(158, 188)",0
"(158, 190)",1
"(158, 191)",0
"(158, 192)",0
"(158, 193)",0
"(158, 194)",0
"(158, 195)",1
"(158, 196)",1
"(158, 197)",1
"(158, 198)",1
"(158, 201)",0
"(158, 205)",1
"(158, 206)",1
"(158, 208)",0
"(158, 209)",0
"(158, 210)",0
"(158, 211)",0
"(158, 212)",1
"(158, 215)",1
"(158, 216)",1
"(158, 217)",1
"(158, 218)",0
"(158, 219)",0
"(158, 221)",1
"(158, 224)",1
"(158, 227)",0
"(158, 228)",1
"(158, 232)",0
"(158, 233)",0
"(158, 234)",0
"(158, 235)",0
"(158, 236)",1
"(158, 237)",0
"(158, 240)",1
"(158, 241)",1
"(158, 242)",1
"(158, 243)",0
"(158, 246)",1
"(158, 247)",0
"(158, 248)",0
"(158, 249)",1
"(158, 250)",0
"(158, 252)",0
"(158, 253)",0
"(159, 161)",1
"(159, 162)",1
"(159, 163)",0
"(159, 166)",0
"(159, 167)",0
"(159, 169)",1
"(159, 170)",1
"(159, 172)",1
"(159, 174)",1
"(159, 175)",1
"(159, 176)",0
"(159, 178)",1
"(159, 179)",1
"(159, 180)",1
"(159, 181)",1
"(159, 182)",0
"(159, 184)",1
"(159, 186)",1
"(159, 188)",0
"(159, 189)",0
"(159, 191)",0
"(159, 193)",0
"(159, 194)",0
"(159, 195)",1
"(159, 196)",1
"(159, 197)",1
"(159, 199)",1
"(159, 200)",1
"(159, 202)",0
"(159, 203)",0
"(159, 204)",0
"(159, 206)",0
"(159, 207)",1
"(159, 209)",0
"(159, 210)",0
"(159, 212)",1
"(159, 214)",1
"(159, 217)",1
"(159, 220)",0
"(159, 221)",1
"(159, 222)",0
"(159, 224)",1
"(159, 226)",0
"(159, 227)",0
"(159, 229)",0
"(159, 230)",0
"(159, 231)",1
"(159, 232)",0
"(159, 235)",0
"(159, 237)",0
"(159, 240)",1
"(159, 242)",1
"(159, 247)",0
"(159, 249)",1
"(160, 161)",0
"(160, 162)",0
"(160, 164)",0
"(160, 166)",0
"(160, 167)",0
"(160, 169)",0
"(160, 171)",0
"(160, 172)",0
"(160, 173)",0
"(160, 174)",0
"(160, 175)",0
"(160, 178)",0
"(160, 180)",0
"(160, 182)",0
"(160, 183)",0
"(160, 184)",0
"(160, 185)",0
"(160, 186)",0
"(160, 188)",0
"(160, 189)",0
"(160, 190)",0
"(160, 193)",0
"(160, 194)",0
"(160, 195)",0
"(160, 196)",0
"(160, 199)",0
"(160, 200)",0
"(160, 205)",0
"(160, 209)",0
"(160, 210)",0
"(160, 211)",0
"(160, 212)",0
"(160, 213)",0
"(160, 214)",0
"(160, 215)",0
"(160, 217)",0
"(160, 220)",0
"(160, 221)",0
"(160, 222)",0
"(160, 223)",0
"(160, 225)",0
"(160, 227)",0
"(160, 228)",0
"(160, 229)",0
"(160, 230)",0
"(160, 232)",0
"(160, 233)",0
"(160, 235)",0
"(160, 236)",0
"(160, 237)",0
"(160, 239)",0
"(160, 241)",0
"(160, 246)",0
"(160, 248)",0
"(160, 249)",0
"(160, 251)",0
"(160, 252)",0
"(160, 253)",0
"(161, 163)",0
"(161, 167)",0
"(161, 168)",1
"(161, 173)",0
"(161, 174)",1
"(161, 175)",1
"(161, 176)",0
"(161, 177)",0
"(161, 178)",1
"(161, 179)",1
"(161, 180)",1
"(161, 182)",0
"(161, 183)",0
"(161, 184)",1
"(161, 186)",1
"(161, 188)",0
"(161, 190)",1
"(161, 193)",0
"(161, 194)",0
"(161, 195)",1
"(161, 196)",1
"(161, 197)",1
"(161, 199)",1
"(161, 202)",0
"(161, 203)",0
"(161, 204)",0
"(161, 205)",1
"(161, 206)",0
"(161, 207)",1
"(161, 208)",0
"(161, 212)",1
"(161, 213)",1
"(161, 214)",1
"(161, 217)",1
"(161, 218)",0
"(161, 219)",0
"(161, 222)",0
"(161, 223)",0
"(161, 224)",1
"(161, 226)",0
"(161, 228)",1
"(161, 229)",0
"(161, 230)",0
"(161, 231)",1
"(161, 233)",0
"(161, 234)",0
"(161, 237)",0
"(161, 238)",1
"(161, 239)",0
"(161, 241)",1
"(161, 242)",1
"(161, 243)",0
"(161, 245)",0
"(161, 246)",1
"(161, 248)",0
"(161, 249)",1
"(161, 250)",0
"(161, 253)",0
"(161, 254)",0
"(162, 164)",0
"(162, 166)",0
"(162, 167)",0
"(162, 168)",1
"(162, 169)",1
"(162, 170)",1
"(162, 172)",1
"(162, 173)",0
"(162, 175)",1
"(162, 177)",0
"(162, 178)",1
"(162, 179)",1
"(162, 180)",1
"(162, 182)",0
"(162, 185)",1
"(162, 186)",1
"(162, 187)",1
"(162, 190)",1
"(162, 191)",0
"(162, 194)",0
"(162, 195)",1
"(162, 196)",1
"(162, 198)",1
"(162, 199)",1
"(162, 200)",1
"(162, 201)",0
"(162, 203)",0
"(162, 207)",1
"(162, 209)",0
"(162, 211)",0
"(162, 212)",1
"(162, 214)",1
"(162, 215)",1
"(162, 217)",1
"(162, 218)",0
"(162, 219)",0
"(162, 222)",0
"(162, 223)",0
"(162, 226)",0
"(162, 227)",0
"(162, 228)",1
"(162, 229)",0
"(162, 232)",0
"(162, 233)",0
"(162, 234)",0
"(162, 236)",1
"(162, 239)",0
"(162, 240)",1
"(162, 242)",1
"(162, 244)",1
"(162, 245)",0
"(162, 249)",1
"(162, 251)",1
"(162, 252)",0
"(162, 254)",0
"(163, 166)",0
"(163, 168)",0
"(163, 173)",0
"(163, 174)",0
"(163, 175)",0
"(163, 177)",0
"(163, 180)",0
"(163, 182)",0
"(163, 183)",0
"(163, 184)",0
"(163, 185)",0
"(163, 186)",0
"(163, 187)",0
"(163, 188)",0
"(163, 189)",0
"(163, 190)",0
"(163, 193)",0
"(163, 195)",0
"(163, 196)",0
"(163, 197)",0
"(163, 199)",0
"(163, 202)",0
"(163, 203)",0
"(163, 204)",0
"(163, 205)",0
"(163, 208)",0
"(163, 210)",0
"(163, 213)",0
"(163, 214)",0
"(163, 215)",0
"(163, 217)",0
"(163, 219)",0
"(163, 220)",0
"(163, 221)",0
"(163, 223)",0
"(163, 224)",0
"(163, 225)",0
"(163, 226)",0
"(163, 227)",0
"(163, 228)",0
"(163, 229)",0
"(163, 230)",0
"(163, 231)",0
"(163, 232)",0
"(163, 233)",0
"(163, 235)",0
"(163, 237)",0
"(163, 238)",0
"(163, 239)",0
"(163, 240)",0
"(163, 244)",0
"(163, 245)",0
"(163, 248)",0
"(163, 249)",0
"(163, 251)",0
"(163, 253)",0
"(164, 169)",0
"(164, 170)",0
"(164, 171)",0
"(164, 176)",0
"(164, 177)",0
"(164, 180)",0
"(164, 182)",0
"(164, 184)",0
"(164, 186)",0
"(164, 187)",0
"(164, 188)",0
"(164, 189)",0
"(164, 190)",0
"(164, 191)",0
"(164, 196)",0
"(164, 197)",0
"(164, 198)",0
"(164, 200)",0
"(164, 201)",0
"(164, 202)",0
"(164, 203)",0
"(164, 204)",0
"(164, 205)",0
"(164, 207)",0
"(164, 208)",0
"(164, 210)",0
"(164, 213)",0
"(164, 214)",0
"(164, 215)",0
"(164, 217)",0
"(164, 219)",0
"(164, 220)",0
"(164, 221)",0
"(164, 222)",0
"(164, 223)",0
"(164, 224)",0
"(164, 225)",0
"(164, 226)",0
"(164, 229)",0
"(164, 231)",0
"(164, 233)",0
"(164, 239)",0
"(164, 241)",0
"(164, 242)",0
"(164, 243)",0
"(164, 244)",0
"(164, 245)",0
"(164, 247)",0
"(164, 248)",0
"(164, 249)",0
"(164, 250)",0
"(164, 251)",0
"(164, 254)",0
"(165, 167)",0
"(165, 168)",1
"(165, 169)",1
"(165, 170)",1
"(165, 171)",0
"(165, 172)",1
"(165, 173)",0
"(165, 174)",1
"(165, 175)",1
"(165, 176)",0
"(165, 180)",1
"(165, 185)",1
"(165, 186)",1
"(165, 187)",1
"(165, 188)",0
"(165, 189)",0
"(165, 191)",0
"(165, 192)",0
"(165, 193)",0
"(165, 194)",0
"(165, 195)",1
"(165, 196)",1
"(165, 198)",1
"(165, 199)",1
"(165, 200)",1
"(165, 202)",0
"(165, 203)",0
"(165, 207)",1
"(165, 210)",0
"(165, 211)",0
"(165, 212)",1
"(165, 215)",1
"(165, 216)",1
"(165, 217)",1
"(165, 218)",0
"(165, 221)",1
"(165, 222)",0
"(165, 224)",1
"(165, 225)",1
"(165, 226)",0
"(165, 235)",0
"(165, 239)",0
"(165, 240)",1
"(165, 241)",1
"(165, 242)",1
"(165, 243)",0
"(165, 244)",1
"(165, 246)",1
"(165, 247)",0
"(165, 249)",1
"(165, 250)",0
"(165, 251)",1
"(165, 252)",0
"(165, 253)",0
"(166, 167)",0
"(166, 169)",0
"(166, 170)",0
"(166, 171)",0
"(166, 172)",0
"(166, 173)",0
"(166, 174)",0
"(166, 178)",0
"(166, 180)",0
"(166, 181)",0
"(166, 182)",0
"(166, 186)",0
"(166, 188)",0
"(166, 190)",0
"(166, 191)",0
"(166, 194)",0
"(166, 195)",0
"(166, 196)",0
"(166, 197)",0
"(166, 198)",0
"(166, 200)",0
"(166, 201)",0
"(166, 202)",0
"(166, 204)",0
"(166, 205)",0
"(166, 206)",0
"(166, 208)",0
"(166, 210)",0
"(166, 211)",0
"(166, 213)",0
"(166, 218)",0
"(166, 219)",0
"(166, 220)",0
"(166, 221)",0
"(166, 222)",0
"(166, 223)",0
"(166, 224)",0
"(166, 226)",0
"(166, 227)",0
"(166, 229)",0
"(166, 231)",0
"(166, 233)",0
"(166, 234)",0
"(166, 235)",0
"(166, 236)",0
"(166, 238)",0
"(166, 239)",0
"(166, 240)",0
"(166, 243)",0
"(166, 248)",0
"(166, 249)",0
"(166, 250)",0
"(166, 251)",0
"(166, 252)",0
"(166, 254)",0
"(167, 168)",0
"(167, 169)",0
"(167, 172)",0
"(167, 174)",0
"(167, 175)",0
"(167, 176)",0
"(167, 177)",0
"(167, 178)",0
"(167, 180)",0
"(167, 182)",0
"(167, 183)",0
"(167, 184)",0
"(167, 185)",0
"(167, 186)",0
"(167, 187)",0
"(167, 192)",0
"(167, 194)",0
"(167, 195)",0
"(167, 197)",0
"(167, 198)",0
"(167, 201)",0
"(167, 202)",0
"(167, 203)",0
"(167, 207)",0
"(167, 208)",0
"(167, 211)",0
"(167, 212)",0
"(167, 213)",0
"(167, 214)",0
"(167, 216)",0
"(167, 217)",0
"(167, 218)",0
"(167, 219)",0
"(167, 222)",0
"(167, 223)",0
"(167, 224)",0
"(167, 225)",0
"(167, 227)",0
"(167, 228)",0
"(167, 229)",0
"(167, 231)",0
"(167, 234)",0
"(167, 235)",0
"(167, 238)",0
"(167, 240)",0
"(167, 241)",0
"(167, 242)",0
"(167, 243)",0
"(167, 244)",0
"(167, 246)",0
"(167, 247)",0
"(167, 249)",0
"(167, 251)",0
"(167, 253)",0
"(167, 254)",0
"(168, 170)",1
"(168, 171)",0
"(168, 173)",0
"(168, 176)",0
"(168, 177)",0
"(168, 181)",1
"(168, 183)",0
"(168, 187)",1
"(168, 189)",0
"(168, 190)",1
"(168, 193)",0
"(168, 194)",0
"(168, 196)",1
"(168, 200)",1
"(168, 202)",0
"(168, 203)",0
"(168, 204)",0
"(168, 206)",1
"(168, 207)",1
"(168, 210)",0
"(168, 211)",0
"(168, 213)",1
"(168, 215)",1
"(168, 216)",0
"(168, 218)",0
"(168, 222)",0
"(168, 223)",0
"(168, 225)",1
"(168, 226)",0
"(168, 227)",0
"(168, 229)",0
"(168, 230)",0
"(168, 231)",1
"(168, 234)",0
"(168, 236)",1
"(168, 237)",0
"(168, 239)",0
"(168, 240)",1
"(168, 241)",1
"(168, 244)",1
"(168, 245)",0
"(168, 246)",1
"(168, 247)",0
"(168, 248)",0
"(168, 249)",1
"(168, 250)",0
"(168, 252)",0
"(168, 253)",0
"(169, 170)",1
"(169, 171)",0
"(169, 172)",1
"(169, 173)",0
"(169, 174)",1
"(169, 175)",1
"(169, 176)",0
"(169, 178)",1
"(169, 181)",1
"(169, 184)",1
"(169, 185)",0
"(169, 186)",1
"(169, 190)",1
"(169, 191)",0
"(169, 192)",0
"(169, 194)",0
"(169, 197)",1
"(169, 198)",1
"(169, 200)",1
"(169, 202)",0
"(169, 203)",0
"(169, 205)",1
"(169, 208)",0
"(169, 209)",0
"(169, 211)",0
"(169, 214)",1
"(169, 216)",0
"(169, 217)",1
"(169, 221)",1
"(169, 222)",0
"(169, 223)",0
"(169, 225)",1
"(169, 227)",0
"(169, 229)",0
"(169, 230)",0
"(169, 232)",0
"(169, 233)",0
"(169, 236)",1
"(169, 241)",1
"(169, 242)",1
"(169, 243)",0
"(169, 244)",1
"(169, 247)",0
"(169, 248)",0
"(169, 250)",0
"(169, 254)",0
"(170, 171)",0
"(170, 172)",1
"(170, 173)",0
"(170, 174)",1
"(170, 175)",1
"(170, 178)",1
"(170, 184)",1
"(170, 189)",0
"(170, 192)",0
"(170, 193)",0
"(170, 195)",1
"(170, 196)",1
"(170, 199)",1
"(170, 200)",1
"(170, 203)",0
"(170, 204)",0
"(170, 205)",1
"(170, 208)",0
"(170, 211)",0
"(170, 212)",1
"(170, 214)",1
"(170, 216)",1
"(170, 217)",1
"(170, 218)",0
"(170, 219)",0
"(170, 220)",0
"(170, 221)",1
"(170, 222)",0
"(170, 223)",0
"(170, 225)",1
"(170, 227)",0
"(170, 228)",1
"(170, 229)",0
"(170, 232)",0
"(170, 233)",0
"(170, 236)",1
"(170, 238)",1
"(170, 239)",0
"(170, 241)",1
"(170, 243)",0
"(170, 247)",0
"(170, 249)",1
"(170, 250)",0
"(170, 252)",0
"(170, 253)",0
"(171, 172)",0
"(171, 174)",0
"(171, 175)",0
"(171, 177)",0
"(171, 178)",0
"(171, 181)",0
"(171, 182)",0
"(171, 183)",0
"(171, 184)",0
"(171, 186)",0
"(171, 187)",0
"(171, 188)",0
"(171, 189)",0
"(171, 191)",0
"(171, 192)",0
"(171, 193)",0
"(171, 194)",0
"(171, 195)",0
"(171, 196)",0
"(171, 197)",0
"(171, 199)",0
"(171, 202)",0
"(171, 204)",0
"(171, 206)",0
"(171, 207)",0
"(171, 208)",0
"(171, 210)",0
"(171, 211)",0
"(171, 213)",0
"(171, 215)",0
"(171, 218)",0
"(171, 219)",0
"(171, 222)",0
"(171, 223)",0
"(171, 226)",0
"(171, 231)",0
"(171, 233)",0
"(171, 234)",0
"(171, 236)",0
"(171, 237)",0
"(171, 238)",0
"(171, 239)",0
"(171, 240)",0
"(171, 243)",0
"(171, 244)",0
"(171, 245)",0
"(171, 247)",0
"(171, 249)",0
"(171, 250)",0
"(171, 251)",0
"(171, 252)",0
"(172, 174)",1
"(172, 176)",0
"(172, 177)",0
"(172, 178)",1
"(172, 179)",1
"(172, 180)",1
"(172, 181)",1
"(172, 182)",0
"(172, 184)",1
"(172, 185)",1
"(172, 186)",1
"(172, 187)",1
"(172, 188)",0
"(172, 189)",0
"(172, 191)",0
"(172, 192)",0
"(172, 201)",0
"(172, 202)",0
"(172, 203)",0
"(172, 204)",0
"(172, 205)",1
"(172, 208)",0
"(172, 212)",1
"(172, 215)",1
"(172, 220)",0
"(172, 222)",0
"(172, 225)",1
"(172, 226)",0
"(172, 227)",0
"(172, 228)",1
"(172, 229)",0
"(172, 230)",0
"(172, 232)",0
"(172, 235)",0
"(172, 236)",1
"(172, 237)",0
"(172, 239)",0
"(172, 241)",1
"(172, 245)",0
"(172, 249)",1
"(172, 250)",0
"(172, 252)",0
"(172, 254)",0
"(173, 174)",0
"(173, 175)",0
"(173, 177)",0
"(173, 178)",0
"(173, 179)",0
"(173, 181)",0
"(173, 182)",0
"(173, 183)",0
"(173, 185)",0
"(173, 186)",0
"(173, 188)",0
"(173, 189)",0
"(173, 191)",0
"(173, 192)",0
"(173, 194)",0
"(173, 195)",0
"(173, 197)",0
"(173, 200)",0
"(173, 201)",0
"(173, 202)",0
"(173, 206)",0
"(173, 207)",0
"(173, 208)",0
"(173, 209)",0
"(173, 211)",0
"(173, 214)",0
"(173, 216)",0
"(173, 217)",0
"(173, 218)",0
"(173, 220)",0
"(173, 223)",0
"(173, 224)",0
"(173, 225)",0
"(173, 226)",0
"(173, 228)",0
"(173, 230)",0
"(173, 231)",0
"(173, 233)",0
"(173, 234)",0
"(173, 237)",0
"(173, 240)",0
"(173, 241)",0
"(173, 242)",0
"(173, 244)",0
"(173, 246)",0
"(173, 247)",0
"(173, 248)",0
"(173, 249)",0
"(173, 250)",0
"(173, 252)",0
"(173, 253)",0
"(174, 176)",0
"(174, 177)",0
